interval_min,mean_s,median_s,p99_s,std_s,io_cost,cpu_cost,comm_cost,theory_rto_s
1.0,3.658287525177002,3.658287525177002,3.658287525177002,0.0,29.296875,24.0,180.9216,0.29296875
